"","year","month","day","carrier","origin","dest","late"
"17916",2013,8,26,"B6","JFK","SYR","early"
"17917",2013,5,3,"MQ","JFK","BWI","late"
"17918",2013,8,5,"EV","EWR","MSP","early"
"17919",2013,11,1,"US","LGA","BOS","early"
"17920",2013,8,9,"DL","JFK","LAS","early"
"17921",2013,7,11,"DL","JFK","TPA","early"
"17922",2013,9,3,"B6","LGA","FLL","early"
"17923",2013,5,4,"B6","JFK","PBI","early"
"17924",2013,9,30,"MQ","LGA","MSP","on time"
"17925",2013,11,2,"UA","EWR","LAS","late"
"17926",2013,5,2,"US","LGA","DCA","early"
"17927",2013,7,24,"US","LGA","DCA","late"
"17928",2013,7,21,"VX","JFK","SFO","on time"
"17929",2013,4,15,"AA","EWR","MIA","on time"
"17930",2013,9,8,"DL","LGA","MCO","early"
"17931",2013,12,24,"UA","EWR","CLE","late"
"17932",2013,12,4,"B6","JFK","SYR","on time"
"17933",2013,2,11,"UA","EWR","FLL","late"
"17934",2013,7,13,"B6","JFK","BTV","on time"
"17935",2013,4,24,"DL","EWR","ATL","late"
"17936",2013,5,14,"UA","EWR","IAH","early"
"17937",2013,2,27,"EV","EWR","RIC","late"
"17938",2013,6,11,"UA","JFK","SFO","early"
"17939",2013,2,3,"EV","EWR","BNA","on time"
"17940",2013,7,19,"B6","JFK","SFO","late"
"17941",2013,11,2,"UA","EWR","LAX","late"
"17942",2013,6,7,"DL","JFK","TPA","late"
"17943",2013,7,25,"AA","JFK","SAN","late"
"17944",2013,10,14,"EV","EWR","MKE","late"
"17945",2013,12,13,"US","JFK","PHX","early"
"17946",2013,5,12,"9E","JFK","MSP","early"
"17947",2013,12,19,"FL","LGA","ATL","on time"
"17948",2013,11,24,"FL","LGA","CAK","on time"
"17949",2013,9,25,"B6","JFK","FLL","early"
"17950",2013,8,21,"EV","LGA","CLT","early"
"17951",2013,6,26,"DL","LGA","MEM","early"
"17952",2013,4,23,"DL","JFK","SFO","early"
"17953",2013,7,16,"AA","JFK","STT","on time"
"17954",2013,9,24,"DL","JFK","SLC","early"
"17955",2013,4,2,"EV","EWR","DCA","late"
"17956",2013,3,14,"EV","EWR","ROC","late"
"17957",2013,7,25,"VX","EWR","LAX","early"
"17958",2013,7,26,"UA","EWR","SFO","late"
"17959",2013,7,18,"FL","LGA","ATL","late"
"17960",2013,6,21,"DL","LGA","MCO","early"
"17961",2013,5,24,"AA","JFK","BOS","late"
"17962",2013,11,19,"WN","LGA","DEN","late"
"17963",2013,10,1,"EV","EWR","MEM","early"
"17964",2013,3,23,"UA","EWR","SFO","early"
"17965",2013,8,4,"B6","JFK","FLL","late"
"17966",2013,4,28,"B6","LGA","MCO","late"
"17967",2013,1,18,"MQ","LGA","MSP","on time"
"17968",2013,5,22,"UA","EWR","SFO","early"
"17969",2013,12,12,"US","LGA","DCA","early"
"17970",2013,6,7,"EV","EWR","MSP","late"
"17971",2013,12,11,"UA","LGA","IAH","late"
"17972",2013,2,24,"UA","EWR","TPA","early"
"17973",2013,8,11,"B6","JFK","LAS","early"
"17974",2013,5,27,"MQ","JFK","DCA","early"
"17975",2013,1,24,"MQ","LGA","RDU","on time"
"17976",2013,7,9,"MQ","LGA","RDU","early"
"17977",2013,10,9,"US","JFK","PHX","on time"
"17978",2013,1,21,"B6","JFK","TPA","late"
"17979",2013,11,5,"B6","JFK","BUF","early"
"17980",2013,5,6,"WN","EWR","DEN","early"
"17981",2013,1,17,"MQ","LGA","CMH","early"
"17982",2013,3,5,"US","LGA","DCA","on time"
"17983",2013,12,27,"MQ","JFK","CMH","early"
"17984",2013,3,8,"DL","JFK","FLL","late"
"17985",2013,10,10,"WN","EWR","MDW","late"
"17986",2013,11,13,"DL","JFK","SFO","early"
"17987",2013,1,13,"EV","EWR","GSP","late"
"17988",2013,7,12,"EV","EWR","ATL","late"
"17989",2013,2,12,"EV","EWR","RIC","early"
"17990",2013,10,3,"9E","JFK","IAD","early"
"17991",2013,4,17,"EV","EWR","CVG","late"
"17992",2013,10,12,"AA","LGA","MIA","early"
"17993",2013,7,7,"DL","JFK","SLC","late"
"17994",2013,4,9,"9E","JFK","RDU","early"
"17995",2013,4,25,"AA","JFK","LAX","early"
"17996",2013,8,20,"MQ","LGA","DTW","on time"
"17997",2013,1,10,"UA","EWR","SAN","on time"
"17998",2013,10,31,"EV","EWR","MSN","on time"
"17999",2013,11,25,"UA","EWR","SFO","early"
"18000",2013,9,26,"AA","LGA","DFW","early"
"18001",2013,11,1,"DL","JFK","SJU","early"
"18002",2013,7,11,"VX","JFK","SFO","late"
"18003",2013,11,4,"EV","EWR","MSP","late"
"18004",2013,7,11,"MQ","EWR","ORD","late"
"18005",2013,9,24,"US","LGA","BOS","early"
"18006",2013,10,9,"EV","LGA","OMA","late"
"18007",2013,6,23,"EV","EWR","ATL","early"
"18008",2013,11,9,"AA","JFK","MCO","early"
"18009",2013,3,17,"EV","EWR","CLT","late"
"18010",2013,10,23,"UA","EWR","FLL","late"
"18011",2013,5,11,"B6","JFK","PWM","early"
"18012",2013,10,3,"AA","JFK","LAX","early"
"18013",2013,9,29,"US","LGA","CLT","early"
"18014",2013,1,7,"UA","EWR","SFO","early"
"18015",2013,7,9,"DL","LGA","DEN","early"
"18016",2013,6,9,"9E","JFK","RDU","early"
"18017",2013,6,22,"B6","JFK","MSY","early"
"18018",2013,11,29,"WN","LGA","MKE","early"
"18019",2013,1,20,"B6","JFK","SAN","late"
"18020",2013,4,19,"AA","LGA","DFW","early"
"18021",2013,10,31,"VX","EWR","SFO","early"
"18022",2013,9,21,"B6","JFK","ROC","early"
"18023",2013,8,31,"UA","LGA","IAH","early"
"18024",2013,9,14,"B6","JFK","CLT","early"
"18025",2013,11,5,"US","LGA","PHL","early"
"18026",2013,8,13,"DL","LGA","MSP","early"
"18027",2013,3,2,"EV","LGA","ORF","early"
"18028",2013,8,19,"B6","JFK","CHS","early"
"18029",2013,9,27,"MQ","LGA","BNA","early"
"18030",2013,9,17,"DL","JFK","SEA","early"
"18031",2013,1,15,"AA","EWR","DFW","late"
"18032",2013,1,22,"MQ","LGA","DTW","early"
"18033",2013,9,9,"B6","JFK","TPA","early"
"18034",2013,11,9,"B6","JFK","CLT","on time"
"18035",2013,6,24,"MQ","LGA","BNA","late"
"18036",2013,4,1,"EV","EWR","BDL","on time"
"18037",2013,9,7,"MQ","JFK","RDU","early"
"18038",2013,9,25,"DL","LGA","MSY","early"
"18039",2013,7,11,"DL","JFK","DTW","on time"
"18040",2013,5,25,"MQ","JFK","CMH","late"
"18041",2013,10,27,"9E","JFK","RDU","early"
"18042",2013,5,16,"AA","LGA","DFW","early"
"18043",2013,10,12,"DL","LGA","ATL","early"
"18044",2013,11,5,"US","JFK","CLT","early"
"18045",2013,4,1,"B6","JFK","FLL","late"
"18046",2013,11,23,"B6","JFK","FLL","on time"
"18047",2013,6,26,"UA","EWR","ORD","late"
"18048",2013,10,27,"UA","EWR","ORD","early"
"18049",2013,5,13,"EV","EWR","MCI","early"
"18050",2013,12,26,"AA","LGA","DFW","late"
"18051",2013,11,12,"AA","LGA","ORD","early"
"18052",2013,11,12,"EV","LGA","CMH","on time"
"18053",2013,2,7,"EV","EWR","RDU","early"
"18054",2013,6,30,"US","JFK","CLT","early"
"18055",2013,7,23,"US","EWR","CLT","late"
"18056",2013,5,12,"MQ","LGA","MSP","early"
"18057",2013,2,23,"9E","JFK","ROC","late"
"18058",2013,1,29,"B6","EWR","FLL","early"
"18059",2013,9,19,"9E","JFK","CHS","early"
"18060",2013,8,9,"EV","EWR","CMH","late"
"18061",2013,1,14,"EV","EWR","RDU","on time"
"18062",2013,8,22,"UA","LGA","ORD","early"
"18063",2013,11,28,"B6","JFK","ROC","early"
"18064",2013,12,30,"VX","JFK","SFO","on time"
"18065",2013,4,25,"EV","EWR","ATL","late"
"18066",2013,3,26,"UA","EWR","DEN","early"
"18067",2013,8,16,"EV","EWR","BDL","early"
"18068",2013,2,17,"AA","JFK","FLL","early"
"18069",2013,4,10,"WN","LGA","MDW","late"
"18070",2013,9,23,"MQ","JFK","DCA","early"
"18071",2013,10,15,"DL","JFK","SLC","late"
"18072",2013,7,31,"AA","LGA","ORD","early"
"18073",2013,6,14,"B6","LGA","RSW","on time"
"18074",2013,11,11,"AA","LGA","MIA","early"
"18075",2013,7,5,"B6","JFK","MSY","on time"
"18076",2013,12,18,"UA","EWR","RSW","early"
"18077",2013,9,19,"DL","JFK","SEA","early"
"18078",2013,4,7,"UA","EWR","DEN","early"
"18079",2013,4,16,"DL","LGA","MIA","early"
"18080",2013,10,23,"EV","EWR","ATL","late"
"18081",2013,8,12,"EV","EWR","CVG","early"
"18082",2013,5,26,"DL","JFK","ATL","on time"
"18083",2013,5,5,"US","LGA","BOS","early"
"18084",2013,3,31,"B6","JFK","SYR","early"
"18085",2013,11,13,"AA","JFK","SJU","on time"
"18086",2013,3,15,"AA","LGA","DFW","early"
"18087",2013,10,30,"AA","LGA","MIA","early"
"18088",2013,6,25,"B6","JFK","AUS","early"
"18089",2013,3,11,"DL","LGA","MIA","late"
"18090",2013,11,29,"UA","EWR","MIA","early"
"18091",2013,1,4,"EV","EWR","MEM","late"
"18092",2013,3,6,"B6","JFK","BOS","late"
"18093",2013,5,14,"DL","JFK","SFO","early"
"18094",2013,7,26,"9E","JFK","IAD","early"
"18095",2013,4,7,"B6","JFK","SJC","on time"
"18096",2013,3,19,"B6","JFK","RDU","late"
"18097",2013,1,15,"UA","EWR","SAN","late"
"18098",2013,10,14,"EV","EWR","DCA","on time"
"18099",2013,2,25,"B6","EWR","BOS","late"
"18100",2013,10,4,"9E","LGA","MCI","early"
"18101",2013,9,22,"B6","JFK","BOS","early"
"18102",2013,12,17,"UA","LGA","ORD","late"
"18103",2013,5,10,"UA","LGA","ORD","early"
"18104",2013,11,22,"B6","JFK","MCO","early"
"18105",2013,10,8,"B6","JFK","HOU","early"
"18106",2013,1,23,"MQ","JFK","DCA","early"
"18107",2013,1,16,"EV","EWR","JAX","late"
"18108",2013,9,27,"B6","JFK","SFO","early"
"18109",2013,7,21,"DL","LGA","MCO","early"
"18110",2013,1,23,"UA","EWR","SFO","on time"
"18111",2013,7,29,"B6","JFK","BTV","early"
"18112",2013,12,19,"DL","LGA","PBI","late"
"18113",2013,10,28,"B6","JFK","LAS","on time"
"18114",2013,1,23,"MQ","JFK","RDU","on time"
"18115",2013,7,23,"B6","JFK","MCO","late"
"18116",2013,6,4,"UA","EWR","SFO","early"
"18117",2013,8,5,"DL","LGA","PBI","early"
"18118",2013,12,27,"B6","JFK","FLL","late"
"18119",2013,2,18,"B6","JFK","PWM","early"
"18120",2013,4,8,"UA","EWR","TPA","early"
"18121",2013,2,20,"B6","LGA","SRQ","on time"
"18122",2013,5,23,"UA","EWR","PHX","early"
"18123",2013,9,3,"WN","EWR","MDW","on time"
"18124",2013,2,26,"DL","LGA","MCO","late"
"18125",2013,10,8,"MQ","JFK","BWI","early"
"18126",2013,6,7,"WN","EWR","MDW","late"
"18127",2013,8,13,"B6","JFK","MSY","late"
"18128",2013,2,21,"FL","LGA","CAK","on time"
"18129",2013,5,16,"UA","EWR","MSY","early"
"18130",2013,5,1,"B6","JFK","BUF","early"
"18131",2013,10,4,"B6","JFK","ROC","early"
"18132",2013,8,26,"MQ","EWR","ORD","early"
"18133",2013,5,31,"B6","JFK","SYR","early"
"18134",2013,1,11,"DL","LGA","MSP","early"
"18135",2013,6,22,"US","JFK","CLT","early"
"18136",2013,5,23,"US","LGA","BOS","early"
"18137",2013,3,12,"WN","EWR","DEN","late"
"18138",2013,12,8,"UA","EWR","TPA","on time"
"18139",2013,4,9,"MQ","LGA","CLT","early"
"18140",2013,4,21,"B6","JFK","HOU","early"
"18141",2013,3,3,"UA","EWR","SJU","on time"
"18142",2013,9,9,"B6","JFK","AUS","early"
"18143",2013,12,8,"DL","LGA","ATL","on time"
"18144",2013,11,7,"AA","LGA","ORD","early"
"18145",2013,7,25,"US","LGA","DCA","late"
"18146",2013,8,3,"MQ","LGA","RDU","early"
"18147",2013,5,23,"DL","JFK","FLL","late"
"18148",2013,9,29,"B6","LGA","MCO","early"
"18149",2013,9,4,"AA","JFK","MIA","early"
"18150",2013,12,11,"DL","LGA","ATL","late"
"18151",2013,1,18,"AA","LGA","MIA","on time"
"18152",2013,6,6,"DL","JFK","ATL","on time"
"18153",2013,5,17,"US","LGA","DCA","late"
"18154",2013,10,6,"DL","LGA","MSP","early"
"18155",2013,10,9,"EV","LGA","ORF","on time"
"18156",2013,7,22,"US","LGA","DCA","late"
"18157",2013,6,25,"US","LGA","BOS","on time"
"18158",2013,6,19,"B6","JFK","SJU","early"
"18159",2013,2,22,"AA","JFK","SJU","early"
"18160",2013,2,12,"US","LGA","BOS","early"
"18161",2013,9,27,"DL","LGA","MSP","on time"
"18162",2013,6,27,"EV","EWR","JAX","late"
"18163",2013,3,16,"DL","LGA","RSW","on time"
"18164",2013,6,17,"EV","EWR","ROC","late"
"18165",2013,9,12,"AA","JFK","LAX","late"
"18166",2013,3,17,"AA","JFK","BOS","early"
"18167",2013,4,17,"MQ","LGA","RDU","early"
"18168",2013,7,22,"B6","JFK","BUF","early"
"18169",2013,3,24,"9E","JFK","PHL","early"
"18170",2013,12,12,"UA","EWR","FLL","late"
"18171",2013,6,19,"AA","JFK","LAX","on time"
"18172",2013,7,20,"AA","JFK","MCO","late"
"18173",2013,12,19,"EV","EWR","BUF","on time"
"18174",2013,11,13,"B6","JFK","FLL","early"
"18175",2013,8,12,"UA","EWR","PDX","early"
"18176",2013,7,12,"DL","JFK","ATL","late"
"18177",2013,9,2,"DL","LGA","ATL","late"
"18178",2013,12,27,"AA","JFK","MIA","late"
"18179",2013,4,12,"DL","LGA","MSP","early"
"18180",2013,5,2,"9E","JFK","IAD","early"
"18181",2013,1,3,"AA","JFK","TPA","late"
"18182",2013,3,27,"9E","JFK","BWI","early"
"18183",2013,9,2,"UA","JFK","LAX","early"
"18184",2013,5,7,"UA","EWR","IAH","early"
"18185",2013,6,19,"9E","EWR","CVG","early"
"18186",2013,4,15,"MQ","LGA","ATL","late"
"18187",2013,11,11,"UA","EWR","TPA","early"
"18188",2013,8,15,"EV","LGA","BNA","early"
"18189",2013,7,2,"B6","JFK","MCO","late"
"18190",2013,10,8,"MQ","LGA","RDU","late"
"18191",2013,7,16,"EV","EWR","ATL","late"
"18192",2013,11,6,"AA","LGA","MIA","early"
"18193",2013,12,11,"9E","LGA","SYR","late"
"18194",2013,8,10,"EV","EWR","MHT","early"
"18195",2013,12,14,"US","EWR","CLT","late"
"18196",2013,10,14,"EV","EWR","MSP","early"
"18197",2013,1,16,"AA","EWR","DFW","on time"
"18198",2013,10,5,"UA","EWR","IAH","early"
"18199",2013,3,16,"B6","JFK","MSY","late"
"18200",2013,10,8,"UA","JFK","SFO","early"
"18201",2013,4,24,"US","EWR","CLT","late"
"18202",2013,7,31,"DL","EWR","ATL","on time"
"18203",2013,4,14,"DL","LGA","ATL","early"
"18204",2013,5,7,"AA","JFK","MIA","early"
"18205",2013,1,18,"UA","EWR","SAN","early"
"18206",2013,5,12,"B6","JFK","BUF","late"
"18207",2013,6,17,"B6","EWR","BOS","on time"
"18208",2013,7,20,"UA","EWR","MCO","early"
"18209",2013,7,2,"UA","EWR","SFO","early"
"18210",2013,9,18,"DL","JFK","LAX","early"
"18211",2013,2,28,"UA","EWR","LAS","early"
"18212",2013,12,11,"UA","EWR","ORD","late"
"18213",2013,10,3,"US","LGA","CLT","late"
"18214",2013,2,1,"EV","EWR","DTW","late"
"18215",2013,8,19,"MQ","LGA","DTW","early"
"18216",2013,12,22,"MQ","LGA","CLT","late"
"18217",2013,6,9,"B6","LGA","FLL","late"
"18218",2013,11,19,"9E","JFK","ORD","late"
"18219",2013,2,4,"B6","EWR","MCO","late"
"18220",2013,10,12,"B6","JFK","BUF","early"
"18221",2013,3,13,"UA","EWR","TPA","late"
"18222",2013,8,1,"9E","JFK","BWI","late"
"18223",2013,7,2,"EV","EWR","GSO","late"
"18224",2013,10,27,"UA","EWR","SFO","early"
"18225",2013,10,27,"DL","EWR","ATL","early"
"18226",2013,9,25,"DL","JFK","SLC","early"
"18227",2013,7,23,"B6","JFK","BUF","late"
"18228",2013,5,24,"9E","JFK","CMH","late"
"18229",2013,10,4,"B6","JFK","SYR","early"
"18230",2013,8,3,"AA","LGA","DFW","late"
"18231",2013,10,9,"EV","EWR","IAD","early"
"18232",2013,8,16,"DL","JFK","LAX","early"
"18233",2013,5,19,"B6","EWR","TPA","late"
"18234",2013,4,26,"AA","LGA","DFW","early"
"18235",2013,9,7,"US","LGA","CLT","early"
"18236",2013,6,23,"EV","LGA","MHT","early"
"18237",2013,12,22,"EV","EWR","ATL","late"
"18238",2013,9,27,"DL","LGA","ATL","late"
"18239",2013,5,21,"MQ","EWR","ORD","early"
"18240",2013,5,29,"MQ","LGA","BNA","on time"
"18241",2013,8,25,"DL","LGA","ATL","early"
"18242",2013,4,24,"US","LGA","DCA","early"
"18243",2013,8,22,"B6","JFK","FLL","late"
"18244",2013,11,16,"VX","JFK","LAX","late"
"18245",2013,5,5,"UA","LGA","ORD","early"
"18246",2013,10,30,"B6","EWR","FLL","early"
"18247",2013,8,13,"DL","EWR","SLC","late"
"18248",2013,10,16,"DL","LGA","PBI","early"
"18249",2013,12,10,"MQ","LGA","STL","late"
"18250",2013,9,1,"FL","LGA","CAK","early"
"18251",2013,6,10,"MQ","LGA","ATL","late"
"18252",2013,10,24,"US","LGA","DCA","early"
"18253",2013,6,2,"EV","EWR","MCI","early"
"18254",2013,10,8,"B6","JFK","ACK","late"
"18255",2013,4,22,"UA","EWR","PBI","on time"
"18256",2013,4,1,"UA","EWR","DEN","late"
"18257",2013,3,29,"EV","EWR","BTV","late"
"18258",2013,6,25,"EV","EWR","GSP","late"
"18259",2013,7,25,"EV","LGA","CLE","late"
"18260",2013,10,13,"B6","JFK","FLL","early"
"18261",2013,8,17,"AS","EWR","SEA","early"
"18262",2013,9,28,"EV","EWR","OMA","early"
"18263",2013,11,23,"9E","JFK","BWI","early"
"18264",2013,6,12,"US","LGA","BOS","on time"
"18265",2013,8,31,"UA","LGA","ORD","late"
"18266",2013,6,8,"DL","JFK","SLC","early"
"18267",2013,3,7,"DL","EWR","SLC","late"
"18268",2013,6,25,"DL","EWR","SLC","late"
"18269",2013,9,1,"EV","EWR","BUF","late"
"18270",2013,6,5,"AA","LGA","MIA","early"
"18271",2013,11,16,"UA","EWR","FLL","on time"
"18272",2013,4,6,"MQ","LGA","MSP","late"
"18273",2013,3,21,"DL","LGA","MCO","early"
"18274",2013,6,9,"MQ","JFK","BNA","on time"
"18275",2013,4,15,"AA","LGA","DFW","on time"
"18276",2013,2,19,"9E","JFK","BWI","late"
"18277",2013,4,23,"UA","EWR","LAX","early"
"18278",2013,12,9,"VX","EWR","SFO","late"
"18279",2013,1,3,"DL","LGA","DTW","on time"
"18280",2013,12,15,"UA","LGA","ORD","late"
"18281",2013,10,25,"EV","LGA","CHS","early"
"18282",2013,10,24,"UA","LGA","IAH","early"
"18283",2013,5,19,"FL","LGA","ATL","late"
"18284",2013,8,15,"EV","EWR","MSP","early"
"18285",2013,11,4,"AA","LGA","MIA","late"
"18286",2013,4,14,"B6","JFK","MCO","early"
"18287",2013,1,22,"WN","LGA","BNA","late"
"18288",2013,6,27,"US","LGA","BOS","early"
"18289",2013,3,9,"UA","EWR","RSW","early"
"18290",2013,8,10,"B6","JFK","BOS","late"
"18291",2013,2,4,"DL","LGA","DTW","on time"
"18292",2013,3,7,"AA","JFK","SFO","early"
"18293",2013,4,20,"B6","JFK","LAX","early"
"18294",2013,3,31,"EV","EWR","BOS","early"
"18295",2013,2,18,"US","LGA","BOS","early"
"18296",2013,4,10,"EV","EWR","BUF","early"
"18297",2013,8,18,"B6","JFK","PDX","on time"
"18298",2013,9,26,"AA","JFK","BOS","early"
"18299",2013,2,12,"EV","EWR","CVG","late"
"18300",2013,12,15,"UA","EWR","IAH","on time"
"18301",2013,12,22,"9E","LGA","ROC","on time"
"18302",2013,8,5,"DL","JFK","FLL","early"
"18303",2013,9,10,"9E","JFK","PHL","early"
"18304",2013,7,7,"UA","EWR","SEA","late"
"18305",2013,2,21,"EV","EWR","JAX","late"
"18306",2013,4,9,"EV","EWR","PWM","early"
"18307",2013,1,10,"MQ","LGA","BNA","early"
"18308",2013,6,15,"B6","JFK","PWM","early"
"18309",2013,2,24,"MQ","EWR","ORD","early"
"18310",2013,10,12,"UA","EWR","DEN","early"
"18311",2013,10,28,"MQ","LGA","ATL","early"
"18312",2013,9,20,"EV","EWR","MCI","late"
"18313",2013,4,5,"US","EWR","CLT","late"
"18314",2013,10,19,"EV","EWR","OKC","late"
"18315",2013,1,21,"US","JFK","CLT","late"
"18316",2013,7,31,"9E","JFK","MSY","early"
"18317",2013,3,14,"MQ","JFK","RDU","early"
"18318",2013,12,19,"B6","EWR","BOS","late"
"18319",2013,12,9,"AA","LGA","MIA","on time"
"18320",2013,5,7,"AA","EWR","DFW","early"
"18321",2013,1,5,"WN","LGA","MDW","on time"
"18322",2013,6,25,"EV","EWR","XNA","early"
"18323",2013,7,6,"EV","EWR","MSY","early"
"18324",2013,10,24,"DL","JFK","BOS","early"
"18325",2013,7,15,"UA","EWR","BOS","early"
"18326",2013,3,11,"AA","EWR","MIA","on time"
"18327",2013,2,22,"9E","JFK","ATL","on time"
"18328",2013,8,1,"FL","LGA","CAK","late"
"18329",2013,7,24,"UA","EWR","LAX","late"
"18330",2013,4,18,"US","EWR","CLT","late"
"18331",2013,4,12,"DL","JFK","LAS","early"
"18332",2013,11,7,"UA","EWR","RSW","early"
"18333",2013,10,18,"B6","JFK","FLL","on time"
"18334",2013,3,18,"B6","EWR","PBI","late"
"18335",2013,2,19,"VX","JFK","SFO","late"
"18336",2013,5,24,"UA","EWR","LAX","late"
"18337",2013,12,20,"US","LGA","CLT","on time"
"18338",2013,4,28,"US","LGA","CLT","late"
"18339",2013,12,24,"UA","EWR","LAX","on time"
"18340",2013,2,2,"MQ","JFK","DCA","late"
"18341",2013,8,26,"B6","JFK","CHS","early"
"18342",2013,3,23,"UA","EWR","SJU","on time"
"18343",2013,9,1,"B6","JFK","TPA","early"
"18344",2013,5,17,"DL","EWR","SLC","early"
"18345",2013,6,12,"DL","JFK","MIA","late"
"18346",2013,6,1,"AA","JFK","TPA","on time"
"18347",2013,5,22,"UA","EWR","AUS","late"
"18348",2013,9,23,"UA","LGA","CLE","early"
"18349",2013,7,1,"VX","EWR","LAX","early"
"18350",2013,12,31,"DL","JFK","BOS","early"
"18351",2013,12,18,"VX","EWR","LAX","late"
"18352",2013,3,12,"B6","LGA","PBI","late"
"18353",2013,12,8,"AA","LGA","MIA","early"
"18354",2013,8,10,"DL","JFK","MCO","late"
"18355",2013,2,22,"UA","EWR","BQN","early"
"18356",2013,2,24,"AA","JFK","BOS","early"
"18357",2013,5,3,"B6","JFK","LAS","early"
"18358",2013,8,14,"WN","LGA","MKE","early"
"18359",2013,8,17,"US","JFK","PHX","early"
"18360",2013,10,17,"US","LGA","CLT","on time"
"18361",2013,9,17,"B6","JFK","FLL","early"
"18362",2013,5,28,"DL","LGA","MCO","early"
"18363",2013,7,17,"MQ","LGA","CMH","early"
"18364",2013,4,5,"EV","EWR","PWM","early"
"18365",2013,8,20,"EV","LGA","BGR","on time"
"18366",2013,12,2,"9E","EWR","DTW","early"
"18367",2013,12,18,"MQ","JFK","DCA","early"
"18368",2013,11,18,"B6","JFK","FLL","early"
"18369",2013,11,11,"US","EWR","CLT","early"
"18370",2013,6,21,"MQ","LGA","CMH","early"
"18371",2013,1,2,"UA","JFK","LAX","early"
"18372",2013,5,12,"B6","LGA","TPA","on time"
"18373",2013,5,12,"B6","JFK","LGB","early"
"18374",2013,1,16,"EV","EWR","MHT","late"
"18375",2013,4,3,"9E","JFK","RDU","early"
"18376",2013,11,25,"UA","EWR","DEN","early"
"18377",2013,9,13,"UA","EWR","PDX","early"
"18378",2013,2,17,"US","LGA","DCA","early"
"18379",2013,11,30,"B6","JFK","JAX","early"
"18380",2013,3,10,"EV","LGA","IAD","early"
"18381",2013,8,21,"UA","EWR","IAH","on time"
"18382",2013,8,4,"EV","EWR","ATL","late"
"18383",2013,8,10,"US","EWR","CLT","late"
"18384",2013,3,14,"DL","LGA","ATL","early"
"18385",2013,6,20,"EV","LGA","BGR","early"
"18386",2013,6,24,"UA","EWR","BOS","early"
"18387",2013,11,7,"EV","JFK","IAD","early"
"18388",2013,4,9,"AA","EWR","DFW","early"
"18389",2013,1,19,"B6","JFK","SJU","on time"
"18390",2013,12,24,"US","EWR","CLT","on time"
"18391",2013,12,7,"WN","LGA","MKE","late"
"18392",2013,11,27,"FL","LGA","ATL","on time"
"18393",2013,2,20,"UA","EWR","SFO","early"
"18394",2013,3,13,"B6","JFK","BUF","early"
"18395",2013,12,4,"B6","EWR","SJU","early"
"18396",2013,11,8,"EV","EWR","IND","late"
"18397",2013,12,26,"DL","LGA","MIA","early"
"18398",2013,11,22,"UA","EWR","TPA","early"
"18399",2013,6,18,"DL","LGA","MSP","early"
"18400",2013,5,9,"US","LGA","DCA","early"
"18401",2013,11,18,"AS","EWR","SEA","on time"
"18402",2013,1,26,"B6","JFK","BQN","early"
"18403",2013,8,28,"MQ","EWR","ORD","early"
"18404",2013,4,12,"9E","JFK","ORF","late"
"18405",2013,7,20,"B6","JFK","HOU","early"
"18406",2013,7,18,"EV","EWR","MEM","late"
"18407",2013,3,11,"US","LGA","DCA","early"
"18408",2013,8,30,"B6","JFK","TPA","early"
"18409",2013,5,10,"9E","JFK","CLE","late"
"18410",2013,12,4,"EV","EWR","DCA","early"
"18411",2013,4,12,"EV","EWR","CMH","late"
"18412",2013,11,3,"UA","EWR","SFO","on time"
"18413",2013,10,10,"US","JFK","CLT","late"
"18414",2013,6,20,"AA","LGA","ORD","early"
"18415",2013,3,2,"WN","LGA","STL","early"
"18416",2013,5,21,"B6","JFK","FLL","early"
"18417",2013,4,9,"DL","EWR","ATL","early"
"18418",2013,6,19,"AA","LGA","ORD","early"
"18419",2013,5,3,"DL","JFK","MSY","early"
"18420",2013,9,17,"AA","EWR","MIA","early"
"18421",2013,12,28,"B6","JFK","MCO","on time"
"18422",2013,3,11,"MQ","LGA","MSP","early"
"18423",2013,12,20,"B6","LGA","FLL","on time"
"18424",2013,12,27,"UA","EWR","IAH","late"
"18425",2013,9,25,"AA","LGA","MIA","late"
"18426",2013,3,30,"9E","JFK","PHL","early"
"18427",2013,9,10,"B6","LGA","FLL","on time"
"18428",2013,10,28,"UA","EWR","LAS","late"
"18429",2013,2,8,"WN","EWR","MDW","early"
"18430",2013,6,15,"DL","JFK","LAX","on time"
"18431",2013,2,12,"DL","LGA","DTW","on time"
"18432",2013,10,8,"UA","EWR","TPA","early"
"18433",2013,7,26,"MQ","JFK","BNA","on time"
"18434",2013,9,10,"9E","JFK","MSP","early"
"18435",2013,4,17,"EV","EWR","CHS","early"
"18436",2013,9,4,"UA","EWR","DFW","early"
"18437",2013,4,8,"US","LGA","DCA","early"
"18438",2013,10,20,"B6","JFK","BOS","early"
"18439",2013,11,25,"US","LGA","DCA","early"
"18440",2013,6,2,"DL","LGA","PBI","early"
"18441",2013,6,11,"AA","EWR","DFW","late"
"18442",2013,7,22,"UA","EWR","HNL","late"
"18443",2013,5,15,"UA","EWR","SFO","late"
"18444",2013,6,1,"UA","EWR","RSW","early"
"18445",2013,10,28,"UA","JFK","SFO","early"
"18446",2013,7,7,"UA","EWR","MCO","early"
"18447",2013,6,5,"US","LGA","BOS","early"
"18448",2013,7,10,"UA","EWR","MIA","late"
"18449",2013,10,5,"AA","JFK","MIA","early"
